kommune,lyn_treff,andel (%),lyn_per_år,areal_km2,lyn_per_km2
Midsund,597,0.024548262624468326,29.85,276.08786023942884,2.1623551266697123
Eide,583,0.023972591474145787,29.15,446.46860652211814,1.3058028974118208
Leikanger,566,0.0232735622201827,28.3,218.41953439540015,2.591343313530659
Austevoll,538,0.02212221991953762,26.9,953.5864006476304,0.564185898241225
Lavangen,499,0.020518564572210542,24.95,324.4072660830561,1.5381899611096996
Bømlo,487,0.020025132157648368,24.35,1668.8967910735769,0.29180953705754326
Kristiansund,487,0.020025132157648368,24.35,671.256571443384,0.7255050016908106
Ulstein,449,0.018462596178201472,22.45,257.8247873375069,1.7414927580730792
Kristiansand,447,0.01838035744244111,22.35,778.792819562055,0.5739652302538757
Skånland,428,0.01759908945271766,21.4,580.3737864771863,0.7374557741450029
Vega,425,0.01747573134907712,21.25,2920.9151561293947,0.14550234336939186
Herøy,417,0.017146776406035662,20.85,1199.4915353909018,0.347647305292658
Herøy,417,0.017146776406035662,20.85,2261.5780835881505,0.18438452469366018
Gratangen,409,0.016817821462994213,20.45,374.4615560017999,1.0922349529467694
Lurøy,396,0.016283269680551854,19.8,1336.9854044415038,0.29618872329082774
Lenvik,395,0.016242150312671674,19.75,1585.9131812786857,0.24906785860845201
Halden,390,0.01603655347327077,19.5,661.5551753886765,0.5895199894262295
Sula,350,0.014391778758063509,17.5,123.50106738469523,2.833983603637854
Aukra,348,0.014309540022303146,17.4,463.39661517910315,0.7509765686689311
Evenes,336,0.013816107607740968,16.8,390.0850827029384,0.8613505486337045
Hareid,327,0.013446033296819334,16.35,135.67749095339755,2.41012711616489
Ørskog,317,0.013034839618017519,15.85,154.66855847726976,2.0495438964512407
Ålesund,311,0.012788123410736431,15.55,195.36837827179602,1.5918645727167655
Smøla,284,0.011677900477971532,14.2,2159.643570279703,0.13150318131580305
Askøy,275,0.0113078261670499,13.75,221.05388869269146,1.2440405442597948
Sandøy,270,0.011102229327648993,13.5,1011.0987504005467,0.26703623151847383
Skodje,264,0.010855513120367904,13.2,157.47561982990166,1.6764499818140826
Lillesand,229,0.009416335244561553,11.45,853.205126042004,0.2683997001545513
Ibestad,213,0.00875842535847865,10.65,592.3503061895868,0.3595845191170164
Dønna,208,0.008552828519077741,10.4,758.9635074093325,0.2740579724445423
Vardø,202,0.008306112311796654,10.1,2507.1514461453007,0.08056952455368074
Meland,198,0.008141634840275927,9.9,131.35441726541657,1.5073722233483662
Tjeldsund,177,0.007278128114792117,8.85,444.5045243905344,0.3981961718897842
Hammerfest,81,0.0033306687982946974,4.05,3232.412783805449,0.025058680749505163
Karlsøy,77,0.003166191326773972,3.85,5887.708243590053,0.013078093685064964
Kvitsøy,76,0.0031250719588937904,3.8,364.9154830865597,0.20826740306322503
Nøtterøy,42,0.001727013450967621,2.1,202.98473422543972,0.20691211169286156
Radøy,27,0.001110222932764899,1.35,211.1663875639597,0.12786125818353564
Solund,22,0.0009046260933639918,1.1,1759.954283308386,0.012500324700846263
Haugesund,12,0.0004934324145621774,0.6,368.1721724553852,0.0325934464844818
Tranøy,11,0.0004523130466819959,0.55,937.8636055027949,0.011728784372758368
Lødingen,6,0.0002467162072810887,0.3,1043.128349392537,0.00575192880482453
Sund,3,0.00012335810364054434,0.15,568.849185263232,0.005273805566956671
Harstad,3,0.00012335810364054434,0.15,1519.3089490014759,0.001974581932115695
