kommune,kommunenummer,lyn_treff,lyn_per_år,andel (%),areal_km2,lyn_per_km2_per_år
Vanylven,1511,1507,150.63813628899834,0.05540801735995321,385.11,0.39115612757133894
Vardø,5634,574,57.37643678160919,0.021104314508701486,600.85,0.09549211414098226
Vefsn,1824,6440,643.735632183908,0.23678011400006543,1929.3999999999999,0.33364550232399093
Vega,1815,4143,414.1299261083744,0.1523260888668123,164.79,2.513076801434398
Vegårshei,4212,8046,804.2697044334975,0.29582807410629297,355.65,2.261407857257128
Vennesla,4223,5407,540.4780377668309,0.19879970130409222,384.46999999999997,1.40577428087193
Verdal,5038,12632,1262.6814449917897,0.4644419875852216,1547.8100000000002,0.8157858167293076
Vestby,3216,2857,285.5827175697865,0.10504360026369364,133.97,2.1316915546001827
Vestnes,1535,1240,123.94909688013136,0.04559120207454676,404.59000000000003,0.30635729227151276
Vestre Slidre,3452,4677,467.50800492610836,0.17195971943762517,457.11,1.0227472707359462
Vestre Toten,3443,2989,298.7772988505747,0.10989685725872603,250.7,1.1917722331494804
Vestvågøy,1860,1217,121.65004105090311,0.044745558810260815,424.29,0.2867143723653706
Vevelstad,1816,1736,173.5287356321839,0.06382768290436547,539.04,0.3219218158804243
Vik,4639,3953,395.1377257799671,0.1453403401618414,833.2099999999999,0.47423545778371257
Vindafjord,1160,5418,541.5775862068965,0.19920413938701156,620.53,0.8727661615182127
Vinje,4036,10509,1050.4685960591132,0.3863854375817838,3105.84,0.33822366769025874
Volda,1577,2737,273.58764367816093,0.10063154845002781,876.87,0.3120047939582389
Voss,4621,18182,1817.4536124794745,0.6684993839672655,2041.96,0.890053484142429
Vågan,1865,1196,119.55090311986864,0.0439734497428693,479.18,0.24949059459883266
Vågå,3435,7791,778.780172413793,0.2864524640022531,1329.99,0.5855534044720585
Våler,3114,5616,561.3694581280788,0.2064840248795602,256.95,2.1847420047794466
Våler,3419,14438,1443.2073070607553,0.5308433673808921,705.2800000000001,2.0462898523434028
Værøy,1857,879,87.86391625615764,0.0323182795351021,18.64,4.7137294128839935
Åfjord,5058,10544,1053.9671592775042,0.38767228602743636,1329.4299999999998,0.7927962805694954
Ål,3328,11828,1182.3144499178982,0.43488124043366055,1174.98,1.0062421912865736
Ålesund,1508,1685,168.43082922824303,0.061952560883557495,371.34,0.4535757775306809
Åmli,4217,15087,1508.0806650246304,0.5547052142731347,1130.6100000000001,1.3338646085074697
Åmot,3422,20938,2092.940476190476,0.7698295072877904,1339.9099999999999,1.5620007882547906
Årdal,4643,3814,381.24343185550083,0.1402297134776785,976.5799999999999,0.3903862784979222
Ås,3218,2705,270.38895730706076,0.09945500129971693,102.67999999999999,2.633316685888788
Åseral,4224,5534,553.1728243021346,0.20346912280688853,887.51,0.623286300213107
Åsnes,3418,21882,2187.301724137931,0.8045376482219615,1040.93,2.1012956914854324
Øksnes,1868,1064,106.35632183908045,0.0391201927478369,319.6,0.33277948009724795
Ørland,5057,3998,399.6358784893267,0.1469948595919661,457.15,0.8741898249793869
Ørsta,1520,2059,205.81547619047618,0.07570345570281596,661.58,0.3110968835068717
Østre Toten,3442,6512,650.9326765188833,0.23942734508826496,562.52,1.1571725032334554
Øvre Eiker,3314,9497,949.3101395730706,0.3491771339532021,456.76,2.0783565539300084
Øyer,3440,7622,761.8871100164204,0.28023882436467373,640.13,1.1902068486345279
Øygarden,4626,3943,394.13813628899834,0.14497266917736928,314.52,1.2531417279950348
Øystre Slidre,3453,10661,1065.662356321839,0.39197403654576046,969.8900000000001,1.0987455859137005
